n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.030957760188529613,0.9796869796869796,0.060018943116866764,0.053946053946053965,0.9830169830169841,0.03974448405458501,24,370
2001,0.035685097111062776,0.9602052838315156,0.06881283212646855,0.06396801599200407,0.9740129935032428,0.03158034731014464,60,588
3001,0.042981283900977066,0.9459408166151075,0.08222639734967624,0.07130956347884046,0.9653448850383284,0.03210330075750993,112,813
4001,0.041317892979977594,0.9482720581363187,0.07918553208787589,0.0629842539365157,0.9660084978755237,0.030647165361853468,148,1099
5001,0.03692799136941346,0.9554600184408041,0.07110770981916464,0.05438912217556479,0.9700059988002313,0.027072788390047037,168,1343
6001,0.03120698767658784,0.9612769356185947,0.06045147287431778,0.0458256957173806,0.974004332611246,0.02321033536560773,171,1588
7001,0.02685318109971679,0.9667865765776297,0.05225494415863425,0.039280102842450926,0.9777174689330101,0.02014232701470183,171,1766
8001,0.023485754376550604,0.9709368866600615,0.04586216020073783,0.03437070366204217,0.9805024371953807,0.017614714705610813,171,1982
9001,0.020896488366257855,0.9741655298001423,0.04091531640970329,0.030552160871014155,0.9826685923786348,0.015709896302154285,171,2252
10001,0.018912775389129076,0.9767220545009901,0.03710702815895782,0.03039696030396951,0.984401559844038,0.014374225716777385,171,2478
11001,0.01714447542350155,0.9788380390023086,0.03369871350188966,0.027633851468048316,0.9858194709572132,0.012978641237003393,171,2775
12001,0.015727977566351893,0.9806013888062983,0.03095939388162219,0.02533122239813337,0.9870010832430851,0.011927557837699426,171,2959
13001,0.014534986287604863,0.9820934748914992,0.028646011521296186,0.02338281670640728,0.9880009230059213,0.011048799159091478,171,3105
14001,0.013467299481190123,0.9833724210459523,0.026570712669365854,0.02171273480465688,0.9888579387186381,0.010204853380330588,171,3454
15001,0.012539125834557819,0.9844808524141299,0.024762852419100496,0.02026531564562362,0.9896006932871139,0.009467856669800415,171,3744
15293,0.012290844289709956,0.984777170408969,0.024278670427945966,0.01987837572745707,0.9897992545608886,0.009272737305260114,171,3825
