n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.7781251548014073,0.7134110526700697,0.7443642105571195,0.8011988011987995,0.7442557442557443,0.6562051515087169,491,370
2001,0.7485355792186075,0.628812988388297,0.6834709899197456,0.7876061969015435,0.666166916541725,0.5635694344249711,984,588
3001,0.7439495012055987,0.5722662557942675,0.6469109540602228,0.7824058647117716,0.6091302899033714,0.5003673687085795,1597,813
4001,0.743418135471316,0.5598276303486007,0.6386915255040094,0.7798050487377974,0.5973506623344134,0.4934579314662133,2184,1099
5001,0.7453540995647381,0.5491560453614613,0.63238702503063,0.7788442311537364,0.586882623475298,0.48682308226471627,2747,1343
6001,0.7337352612771669,0.544885129495038,0.6253637682324621,0.7645392434594477,0.5834027662056416,0.4744962845474991,3254,1588
7001,0.7203289070536182,0.5417531322441522,0.6184074085380954,0.7521782602485664,0.5834880731324137,0.46744262353219695,3691,1766
8001,0.7036722622411821,0.5514266962815653,0.6183156606062912,0.7389076365454404,0.596050493688302,0.4706887018223026,4019,1982
9001,0.688762256308553,0.5600940383544268,0.6177998785778147,0.7265859348961669,0.6059326741473262,0.47158304827347963,4338,2252
10001,0.6689067614331687,0.5644405953262706,0.6122494665786955,0.7068293170683316,0.6129387061293964,0.4653525528462383,4609,2478
11001,0.6491139668452596,0.5715771879087596,0.607883057654296,0.6884828651941118,0.6203072447959461,0.45944304232514116,4873,2775
12001,0.6378542422374521,0.5675242867172172,0.6006375012657533,0.6772768935921936,0.6164486292808966,0.44813708028874566,5245,2959
13001,0.6273760860508858,0.5641493845943895,0.5940852152546428,0.6658718560110416,0.6142604415044846,0.43785809158724487,5592,3105
14001,0.6205385609802487,0.5715142133830129,0.5950182998263465,0.6593100492821999,0.6217413041925536,0.4390354728938647,5929,3454
15001,0.6161719974581904,0.5723284575125823,0.5934415378517718,0.6540897273515097,0.6224251716552228,0.4398190185900856,6314,3744
15293,0.6132209625254421,0.574306580365486,0.5931261739649017,0.6508860262864784,0.624076374811991,0.4387423783505656,6404,3825
