n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.6810294439334523,0.6834787604821327,0.6822519039243611,0.7222777222777224,0.7352647352647355,0.6486770565214718,411,370
2001,0.6565907624499321,0.6419206806947547,0.649172853107903,0.7166416791604159,0.7061469265367273,0.6193356147343545,660,588
3001,0.6343706868862143,0.609829694322296,0.6218581635461066,0.6994335221592859,0.6787737420859776,0.5889209251143748,937,813
4001,0.5784254737290208,0.6289497433222769,0.6026304798957577,0.6430892276930719,0.696825793551608,0.5513244370454674,1143,1099
5001,0.5492240331205513,0.6246728474690835,0.5845238135321412,0.6160767846430619,0.6922615476904543,0.5308158277805208,1371,1343
6001,0.5345297296999294,0.6316424506993985,0.5790425704096912,0.6017330444925941,0.6998833527745483,0.5245430756567401,1576,1588
7001,0.543968621441383,0.6223364943357496,0.580519660450791,0.6116269104413725,0.692043993715192,0.5291372335012745,1834,1766
8001,0.5477175512248101,0.6193885746064247,0.5813524337359405,0.6164229471316217,0.6897887764029638,0.5341459107187807,2068,1982
9001,0.5477000962608104,0.6204576249508983,0.5818130458597095,0.6179313409621289,0.690923230752148,0.5356707481251336,2341,2252
10001,0.5465205632118066,0.6177424281622979,0.5799530557277784,0.6175382461753951,0.687831216878323,0.5360447061588783,2589,2478
11001,0.5461025666988933,0.61909077651214,0.5803106652518151,0.6169439141896395,0.6883919643668966,0.534202447616355,2899,2775
12001,0.5444847186502788,0.6141502327485083,0.5772230783878368,0.6151154070494151,0.6845262894758807,0.5346818999427617,3141,2959
13001,0.5418153950738104,0.6090516834204428,0.5734694903334387,0.6154141989077612,0.6808707022536569,0.5322559765468207,3350,3105
14001,0.5432954252519815,0.6144184033906028,0.576672230207586,0.6160988500821346,0.6850224983929678,0.5339893613278796,3690,3454
15001,0.5477549691873088,0.6138295071458647,0.5789129755492787,0.6192253849743349,0.6834877674821677,0.5370749796961217,4048,3744
15293,0.5496136079252781,0.6152824653825014,0.5805970565799798,0.620872294513808,0.6844961747204407,0.538888256573672,4140,3825
