n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.8548416144651065,0.6435203396190688,0.7342791433827268,0.871128871128868,0.6813186813186813,0.660626889318709,604,370
2001,0.8645659098245285,0.5145122249347338,0.6451117143470512,0.8825587206396728,0.5602198900549689,0.556991386088315,1320,588
3001,0.8726240571792065,0.44968525269474224,0.5935164590160065,0.8897034321892827,0.4875041652782455,0.48521704616583855,2151,813
4001,0.879209500932434,0.4341016125623432,0.5812274916630717,0.8942764308922495,0.4698825293676568,0.48080926531345325,2955,1099
5001,0.8766231557233096,0.4228920897854871,0.5705465935230837,0.891221755648821,0.4583083383323284,0.47231409623689685,3702,1343
6001,0.8576282615628519,0.4217063223544601,0.5653990202054837,0.8720213297784052,0.4570904849191877,0.45822711327001386,4361,1588
7001,0.8423133805913765,0.42086847721282383,0.561286005867301,0.8585916297672416,0.45979145836308916,0.45470528323371895,4937,1766
8001,0.8270198877519742,0.43103000892084264,0.5667031022190936,0.8461442319709906,0.4746906636670596,0.4632751833677472,5428,1982
9001,0.8125271286872541,0.4412133626328147,0.5718852173323767,0.8333518497945338,0.4870569936673804,0.4677814982324249,5882,2252
10001,0.7925406117931072,0.45131926778112325,0.5751272381640036,0.813418658134245,0.4997500249975055,0.4639634929638717,6280,2478
11001,0.7729829647521019,0.4607723487750351,0.5773740908376352,0.7955640396328154,0.5099536405781449,0.46130168470631205,6667,2775
12001,0.7582898865993949,0.4583914045891538,0.5713798160970986,0.7815182068160546,0.5082909757520322,0.4503101111390707,7138,2959
13001,0.7459032091641342,0.45521860859727264,0.5653864845395494,0.7692485193445839,0.5060379970771446,0.439544623591084,7597,3105
14001,0.7377533032721306,0.4624992660904714,0.5685642672698168,0.7618741518463423,0.5136775944575256,0.4422275418615706,8060,3454
15001,0.7324944369642946,0.4648178981409664,0.5687346811803475,0.7564162389174053,0.5158989400706618,0.44308598745312877,8588,3744
15293,0.7290483707220689,0.46701789606145655,0.5693307230163298,0.7527627018896172,0.5180147780030112,0.4419726653927408,8715,3825
