n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.8220582429373636,0.6395450224328761,0.719406243646193,0.8501498501498482,0.6933066933066934,0.7089635307902411,535,370
2001,0.7966886041960494,0.5887882033914765,0.6771399555129997,0.8345827086456716,0.6556721639180367,0.6637170206797702,914,588
3001,0.7914442153798387,0.55461057781398,0.6521923710963539,0.8330556481173027,0.6264578473842111,0.6431000159244875,1336,813
4001,0.7521964390936384,0.571603068279168,0.6495814360708988,0.7973006748312803,0.6435891027243159,0.6290101170587834,1696,1099
5001,0.7351806717819396,0.5674776839725747,0.6405342169437366,0.7824435112977206,0.6372725454908948,0.6197316750539805,2066,1343
6001,0.730246147830825,0.5676298090257523,0.6387505358199776,0.7773704382603076,0.6397267122146407,0.6199658595859526,2421,1588
7001,0.737329250414057,0.5608346903091503,0.6370841291146535,0.7843165262105631,0.6337666047707539,0.6204615560756729,2796,1766
8001,0.7346672508533171,0.5613533220322394,0.636421844657275,0.7834020747406669,0.6347956505436952,0.6221610512532285,3141,1982
9001,0.7345536228754544,0.5642144294501427,0.6382136556086299,0.7829130096656214,0.6374847239195724,0.6242271386859032,3528,2252
10001,0.7306663752043487,0.5628204550411385,0.6358533726976159,0.7795220477952524,0.6355364463553737,0.6210730732154096,3900,2478
11001,0.7265951928525448,0.5642538983066122,0.6352162663564885,0.7761112626125262,0.6363057903827114,0.6177483642798314,4324,2775
12001,0.7281995641758036,0.558188137526433,0.6319593353340984,0.7771852345637728,0.6313640529955881,0.6183193060358166,4693,2959
13001,0.7249571733797048,0.5521678904960774,0.6268737251311278,0.775478809322317,0.6265671871394369,0.6153817078255028,5011,3105
14001,0.7248975482297273,0.5571346804227235,0.6300396430699556,0.7753017641597167,0.6303121205628117,0.6164050107213015,5483,3454
15001,0.728232004696808,0.5582842420240711,0.6320331418994262,0.7776814879008064,0.6303579761349242,0.6186217296028627,5961,3744
15293,0.7289632469727348,0.5601559049641026,0.6335070992934715,0.7784607336689231,0.6317269338913083,0.6200710154887281,6080,3825
