n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.9852314352314354,0.4435119764686744,0.6116730793510459,0.9880119880119782,0.4815184815184842,0.598787459540794,871,370
2001,0.9697209087763812,0.3956294034058924,0.5619804693144603,0.9765117441279271,0.4422788605697121,0.5481428131595542,1624,588
3001,0.972039389371848,0.3682008648297701,0.5340919177636859,0.9786737754082122,0.4141952682439231,0.5207229497893275,2431,813
4001,0.9678379336626545,0.38029994600527695,0.5460401631981853,0.975256185953481,0.42514371407148044,0.5296986870034647,3202,1099
5001,0.9629458071481443,0.3778508139070811,0.5427368346035697,0.9710057988401778,0.4237152569486049,0.5310234024654592,3930,1343
6001,0.9616042692289802,0.373293962774415,0.5378103883508155,0.9695050824862913,0.4190968171971413,0.5269246266567988,4715,1588
7001,0.9621940512750237,0.3637874046136248,0.5279622502916882,0.9700042851022067,0.41051278388801576,0.5180034577610382,5482,1766
8001,0.959165023782683,0.3684938792505677,0.5324356122610086,0.9675040619922339,0.41957255343083616,0.5277796334261126,6130,1982
9001,0.9527671223767091,0.3750862624158977,0.538267045108819,0.9618931229864174,0.4275080546606014,0.5330063977186652,6783,2252
10001,0.9509426919154994,0.37699591439840285,0.5399368735491356,0.9604039596041193,0.4308569143085724,0.5368017752715933,7481,2478
11001,0.9475757574855802,0.3814348108044277,0.5439210016883836,0.9575493136988286,0.4344150531769991,0.5378736735993087,8219,2775
12001,0.9480834172083188,0.3724444053812341,0.5347988259444861,0.957836846929341,0.42613115573703353,0.5320148220785764,8988,2959
13001,0.9496661873041103,0.364587719929307,0.5268945795291756,0.9593877394045207,0.4190446888700843,0.5258403047607122,9721,3105
14001,0.9502181648568074,0.37264159781901945,0.5353414250240051,0.9599314334691348,0.4259695736018726,0.5317173018439362,10486,3454
15001,0.9498382601672601,0.3761741200818403,0.5389158910739025,0.9594693687087524,0.42863809079394694,0.5346985948293476,11256,3744
15293,0.9494224316525585,0.3785357343633326,0.5412675287277409,0.9592624076372338,0.43071993722618923,0.5365080196103621,11448,3825
