n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.029950602110274838,0.9806859806859807,0.05812600909692561,0.052947052947052965,0.9840159840159851,0.038066150857448744,23,370
2001,0.03518101845522434,0.9607050339564531,0.06787640302382167,0.06346826586706654,0.9745127436281803,0.030739186963043907,59,588
3001,0.04264506475680825,0.9462740388743545,0.08161217134406605,0.07097634121959355,0.9656781072975753,0.03154230123757817,111,813
4001,0.04106648662509671,0.9485219956519397,0.07872457399346658,0.0627343164208946,0.9662584353911448,0.03022796286019041,147,1099
5001,0.03672714732415738,0.9556599784488027,0.070735832637797,0.05418916216756639,0.9702059588082298,0.026737916250138424,167,1343
6001,0.031039761206781133,0.9614435745121125,0.06013799505264972,0.04565905682386285,0.9741709715047637,0.0229315813175927,170,1588
7001,0.026709884107662823,0.9669294133152385,0.051983798621741545,0.039137266104842014,0.977860305670619,0.01990344837185213,170,1766
8001,0.023360421585222002,0.9710618710370144,0.045623302818245545,0.034245719285089286,0.9806274215723336,0.01740578515244096,170,1982
9001,0.020785110454415445,0.9742766285669459,0.04070189123709185,0.030441062104210465,0.9827796911454385,0.01552422900632678,170,2252
10001,0.01881253820277945,0.9768220445019901,0.0369141497266772,0.03029697030296961,0.9845015498450379,0.014207125294833567,170,2478
11001,0.01705337970778398,0.9789289398295061,0.03352277764450005,0.02754295064085079,0.9859103717844108,0.012826784222237743,170,2775
12001,0.015644485588547058,0.9806847151957658,0.03079766784253845,0.025247896008665827,0.9870844096325527,0.011788376803069349,170,2959
13001,0.014457925578788717,0.9821703920517176,0.02849637358836935,0.02330589954618884,0.9880778401661399,0.010920339208045164,170,3105
14001,0.013395756629746108,0.9834438445157045,0.0264314828283633,0.02164131133490472,0.9889293621883902,0.010085594045320563,170,3454
15001,0.012472363805949394,0.9845475146366484,0.024632677948152968,0.02019865342310512,0.9896673555096324,0.009356586521622603,170,3744
15293,0.012225360058703644,0.9848425598028093,0.024150922228842773,0.01981298633361675,0.989864643954729,0.009163596745410153,170,3825
