n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.9239349650720886,0.5814189146710591,0.7137102735079353,0.9360639360639323,0.6313686313686322,0.7099859520528748,665,370
2001,0.8902208800023054,0.5316750217268106,0.665742414956416,0.9135432283858,0.599200399800096,0.6650951619259695,1144,588
3001,0.8832833995690447,0.5024815663384443,0.640561187582843,0.9066977674108738,0.5711429523492224,0.6396112710333738,1661,813
4001,0.8610327255301629,0.5200687507260054,0.648462436105052,0.8897775556110799,0.5896025993501602,0.6394061410782873,2153,1099
5001,0.8497279091700729,0.5143746754928353,0.6408293957518904,0.8796240751849327,0.5826834633073318,0.6338486904986785,2656,1343
6001,0.8451313280888114,0.5102910188073195,0.6363520970773419,0.8743542742876446,0.5804032661223215,0.6302963280355239,3159,1588
7001,0.848413468511006,0.4979656847181257,0.627580711953082,0.8773032423939833,0.5682045422082609,0.6206758556939508,3693,1766
8001,0.8472681094356959,0.4984342631983272,0.6276387178115965,0.8768903887014161,0.5696787901512443,0.6231398281481868,4162,1982
9001,0.8451444808834605,0.5036722459198338,0.631184074684749,0.874791689812288,0.5751583157427037,0.6275188956434589,4640,2252
10001,0.839326813550753,0.5026808348072717,0.6287795808437306,0.8699130086991781,0.5747425257474313,0.6254473526206153,5103,2478
11001,0.8335156591303845,0.5042310587521526,0.6283468726502468,0.8646486683029305,0.5760385419507487,0.6227949647672075,5632,2775
12001,0.8350082654704499,0.4980760521041976,0.6239629629678047,0.8656778601782903,0.5709524206316202,0.6215067298568928,6133,2959
13001,0.83665778754658,0.48947247706856195,0.6176179982559629,0.8676255672639879,0.5630336127990037,0.6173211236305612,6614,3105
14001,0.8375264131510145,0.49485242684019887,0.6221233265657082,0.8683665452468018,0.5671737733019007,0.6201741334532849,7209,3454
15001,0.839367001943481,0.496571426333731,0.6239893404519288,0.8698753416438901,0.5678288114125724,0.6216536994479916,7799,3744
15293,0.8393136449704659,0.49894824002160193,0.625847706910687,0.8700712744391607,0.5696723991368533,0.6230173346771065,7942,3825
