n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.6994708428281748,0.6902649135737047,0.6948373871046836,0.7412587412587404,0.7372627372627374,0.6636087023470056,422,370
2001,0.6720226180991792,0.6487541283519519,0.6601834095113831,0.7286356821589165,0.710644677661165,0.6254451897679688,681,588
3001,0.6436392327529163,0.6150234142874098,0.6290060318034444,0.7107630789736816,0.6834388537154344,0.5969152642045819,955,813
4001,0.5884783584830588,0.6288625988369827,0.6080006224216528,0.6550862284428841,0.6950762309422605,0.5595093296206561,1184,1099
5001,0.5573995150820467,0.6233619124439984,0.5885382425557556,0.6236752649470008,0.6882623475304868,0.5363293324311513,1401,1343
6001,0.5301791282196429,0.6282782422724409,0.575075128791109,0.600233294450934,0.6955507415430869,0.5197165422050783,1574,1588
7001,0.5307606222941568,0.6207823959648238,0.5722527870295269,0.6024853592344009,0.6891872589630136,0.5199518877701338,1798,1766
8001,0.5251238354201013,0.6207666878243309,0.5689538003829184,0.5996750406199364,0.6896637920260114,0.5184867361663207,1997,1982
9001,0.5200608989050034,0.6232033248320882,0.5669794866025555,0.5974891678702487,0.692145317186989,0.5184256386279091,2234,2252
10001,0.5178935111589575,0.621416426080738,0.5649516857099017,0.5950404959504166,0.6901309869013215,0.5175101831201857,2471,2478
11001,0.5186348934385275,0.6239827690813614,0.5664523620898537,0.5953095173166255,0.6920279974547979,0.5168384907428744,2763,2775
12001,0.5157478331583871,0.6210151736859392,0.5635074826654071,0.5920339971669071,0.6896091992334005,0.5165126724737106,2980,2959
13001,0.5116171762087589,0.6149420803471695,0.5585412908345126,0.5900315360356789,0.684947311745235,0.5120208923100025,3172,3105
14001,0.514498887764151,0.6201794557993472,0.5624177847985592,0.5916005999571413,0.6892364831083457,0.514589318439503,3498,3454
15001,0.5184501562723739,0.620183471649191,0.5647720388883779,0.5941603893073794,0.6882874475034996,0.5173549359347147,3830,3744
15293,0.5210682292654839,0.6219214575507266,0.5670453834642069,0.5963512718236957,0.6895965474399856,0.5197283767193615,3922,3825
