n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.9719502719502722,0.48517899063134823,0.6472587765524787,0.9770229770229687,0.5334665334665358,0.6448917073533075,807,370
2001,0.9457985128563633,0.4477051558082321,0.6077326957701329,0.9595202398800516,0.5107446276861537,0.6065506665953911,1443,588
3001,0.9435477316782225,0.41667763109742084,0.5780736698818253,0.9573475508164078,0.47817394201933155,0.574554434865033,2135,813
4001,0.9358033026680002,0.4294767969648585,0.5887521617389229,0.9510122469382394,0.4893776555861011,0.5809508630737851,2810,1099
5001,0.932702157328153,0.4243441113583652,0.5833060776866896,0.947810437912373,0.48290341931613073,0.5781255343948795,3482,1343
6001,0.9317542692625532,0.41777996186029065,0.5768927591437117,0.9463422762873203,0.4759206798866932,0.5712344025707173,4191,1588
7001,0.9351478935046472,0.4081335419169232,0.5682580164184595,0.9490072846736854,0.4670761319811456,0.5639144949569749,4880,1766
8001,0.9323598472075937,0.41170419919336104,0.5711877574324112,0.9467566554180679,0.47369078865143477,0.5713940134421197,5466,1982
9001,0.9258839935770997,0.42075693059130376,0.5785834965051176,0.9408954560605078,0.4835018331296602,0.5776852816567579,6041,2252
10001,0.9222209001299897,0.42186524888250587,0.5789107340237456,0.9375062493751328,0.48585141485851685,0.5793273486974672,6655,2478
11001,0.9182591479583867,0.42459669559889074,0.5806874979130308,0.9342787019362532,0.4878647395691451,0.5782670991447434,7342,2775
12001,0.9188863059483277,0.4148566340747718,0.5716335112919465,0.9345887842679166,0.4780434963753137,0.571303269031195,8037,2959
13001,0.920223443855012,0.40700655020501086,0.564388946870447,0.9357741712174857,0.4708099376970961,0.5649160661069776,8689,3105
14001,0.9214552966969958,0.4139304415128824,0.5712482721396643,0.9367902292694101,0.4766088136561543,0.5700155411080221,9412,3454
15001,0.921924827170864,0.41671990818460214,0.5739901247655982,0.9370041997200184,0.4784347710152655,0.5723740140701687,10125,3744
15293,0.9217804518431431,0.4191963360819036,0.5763067512637141,0.9371607925192493,0.4805466553325133,0.5742514143242866,10302,3825
