n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.04662541029659526,0.7884606915722866,0.0880443421702813,0.09090909090909081,0.8241758241758246,0.06747530162316824,32,370
2001,0.05082483802255149,0.7550128313175574,0.09523854820062305,0.09495252373813079,0.8025987006496701,0.06211262388131157,71,588
3001,0.06287257730721099,0.7317018328315784,0.11579527219482391,0.11196267910696477,0.7824058647117691,0.06745859028339003,124,813
4001,0.05816116080308565,0.7526337912591055,0.10797811419008241,0.09722569357660561,0.801549612596845,0.061305223794399365,160,1099
5001,0.05177737064766754,0.7612826252518803,0.09696015756299962,0.08538292341531735,0.8096380723855133,0.054366741352453805,180,1343
6001,0.043404306904475005,0.7744138874286661,0.08220139457388752,0.07415430761539728,0.8221963006165767,0.04737938466123968,183,1588
7001,0.03749333827803217,0.7741269954970222,0.07152261742217732,0.06556206256249088,0.8228824453649517,0.042771209748671477,185,1766
8001,0.03494038088392465,0.7813627206081446,0.06688964189072952,0.060617422822147105,0.8293963254593401,0.040412968475343196,189,1982
9001,0.031511051679643416,0.7891404960792691,0.06060220570438382,0.05632707476946981,0.8361293189645707,0.03696932236328574,190,2252
10001,0.02860675102535169,0.7942352167832302,0.055224429455376464,0.057894210578942396,0.840215978402179,0.034101556531711444,190,2478
11001,0.025981999844107144,0.8011171349469812,0.05033163353643566,0.052995182256158894,0.8456503954186232,0.03101898731475697,190,2775
12001,0.02398261567801659,0.7999362812886107,0.046569060308428854,0.04982918090159137,0.8450129155903803,0.02874926717016249,192,2959
13001,0.02218346116699742,0.8039336639846827,0.04317555143908129,0.04607337897084853,0.8483962772094362,0.026676844552852623,192,3105
14001,0.020486665931523627,0.8109019331874615,0.03996368732032774,0.04278265838154432,0.8542246982358261,0.02456452673692989,192,3454
15001,0.01952592963508099,0.8153819270872764,0.03813855626302326,0.04039730684621025,0.8575428304779679,0.023368830594725856,196,3744
15293,0.019711940489901034,0.8168649204477312,0.038494951156326195,0.04047603478715769,0.8585627411233655,0.02387530714133172,197,3825
