n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.9422163916669406,0.5357676983889001,0.6831049277785104,0.950049950049944,0.5744255744255753,0.6511598302987587,742,370
2001,0.9224224584614087,0.4832878791997137,0.6342638048998529,0.9375312343828011,0.5387306346826554,0.6157368859908935,1296,588
3001,0.9131262612413997,0.4652084968148095,0.616387409388562,0.9303565478174061,0.5308230589803448,0.6125716090291404,1835,813
4001,0.9109171261657284,0.46821462723531954,0.618511932044434,0.928767808047966,0.5323669082729301,0.6145680100896319,2476,1099
5001,0.911122494161557,0.46393812712807286,0.6148157499109077,0.9294141171765266,0.5258948210357863,0.6069014546308071,3141,1343
6001,0.9055575986578029,0.4594441945465496,0.6096009303462581,0.9243459423429736,0.520746542242968,0.5983981057604639,3779,1588
7001,0.9092692525447268,0.43769228424926626,0.5909302163017773,0.9270104270819044,0.4982145407798895,0.5779012431063026,4519,1766
8001,0.9139165901967432,0.422451524423423,0.5778130329519383,0.9307586551680938,0.4798150231221258,0.5632320527554168,5315,1982
9001,0.9087750759556674,0.4170133231548788,0.5716920055701907,0.9255638262415996,0.4732807465837209,0.5532363354646723,6050,2252
10001,0.9082184870539202,0.40735064190187226,0.5624385302841712,0.9245075492451457,0.462753724627541,0.5450469009897156,6773,2478
11001,0.907644303420946,0.4036862225645675,0.5588270737537877,0.9235524043269465,0.4576856649395666,0.5405935657408327,7566,2775
12001,0.9095819322186333,0.39816152104359237,0.5538709060137366,0.925006249479142,0.4524622948087773,0.5381853412677702,8255,2959
13001,0.911439591115234,0.391775561528548,0.5479981672774862,0.9269286977923572,0.44735020383047136,0.534004204971011,8916,3105
14001,0.9116460954667952,0.39369241225826057,0.5499081630184225,0.9268623669738701,0.44753946146702467,0.5329520985246577,9742,3454
15001,0.9087520342465595,0.39429896602293524,0.5499707799626421,0.9239384041063926,0.4469702019865341,0.5313695970955977,10503,3744
15293,0.908047826287011,0.3953599972080415,0.550872535202277,0.9231020728435653,0.447655790230832,0.5316811211659821,10711,3825
