n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.2717999541099576,0.7530019385026957,0.39942528171559466,0.3616383616383615,0.7962037962037964,0.3460343689167073,129,370
2001,0.243439061329519,0.7055665147688277,0.36198406919173604,0.33583208395802033,0.7596201899050428,0.30235392245494,203,588
3001,0.22484773912758677,0.6821867168871155,0.3382189947422521,0.3135621459513506,0.7367544151949413,0.2701276529781071,280,813
4001,0.1883260863378347,0.7032961076564905,0.2970966949537874,0.265183704073982,0.7570607348162907,0.2302946533575241,339,1099
5001,0.16388222009681697,0.7076117202200611,0.2661291704082901,0.2327534493101394,0.761847630473896,0.20287934862973878,377,1343
6001,0.14552345529760816,0.7207421552249005,0.24215410962397263,0.20979836693884435,0.7750374937510542,0.18474674905319188,395,1588
7001,0.1379044790233696,0.712072659986201,0.23106035373282285,0.20268533066704902,0.7684616483359576,0.18071493537063796,434,1766
8001,0.13444040611490365,0.7096565813082376,0.22605582158147625,0.1959755030621168,0.7669041369828963,0.1781811624001753,477,1982
9001,0.13672928320275138,0.7134739702231246,0.22948108970259082,0.20119986668147935,0.770247750249983,0.1838121664498798,535,2252
10001,0.13681787169750576,0.7148367262219428,0.2296763024160863,0.20037996200379843,0.7713228677132448,0.18500437119950294,569,2478
11001,0.13261957393382187,0.7202736372580102,0.22399611495427102,0.19480047268430267,0.7762021634397112,0.18056299898386105,614,2775
12001,0.1266465045593027,0.7142734007215574,0.21514588710052812,0.18806766102824746,0.7714357136905344,0.17494344601186562,641,2959
13001,0.12101719272522961,0.7137847943854666,0.20694783519970283,0.18144758095530975,0.7713252826705518,0.1701330458863191,662,3105
14001,0.12067773450741594,0.7189167644287343,0.20666463760920623,0.18055853153346207,0.7757303049782059,0.16980959506846952,706,3454
15001,0.12278816636710063,0.7194193417549153,0.20977296205797952,0.1809212719152056,0.7756816212252514,0.17160018655748183,783,3744
15293,0.12363503053431432,0.7203563866348867,0.2110478425382797,0.18145556790688663,0.7762374942784037,0.17276195517259285,802,3825
