n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.13226291873318058,0.7650522855284124,0.22553512475194673,0.2067932067932066,0.8061938061938064,0.18293914718492266,67,370
2001,0.11789984098147777,0.7316717491120724,0.2030764302310394,0.1959020489755119,0.7801099450274814,0.15921034574818752,113,588
3001,0.12077233395318582,0.709937663317543,0.20642782401037538,0.20226591136287964,0.762079306897707,0.15228239231810722,174,813
4001,0.10327103803766696,0.7287321480773645,0.18090537786225103,0.16895776055986014,0.7800549862534312,0.12840478236525035,217,1099
5001,0.09000252655790837,0.7319146513590676,0.1602939313520975,0.1453709258148378,0.7838432313537201,0.11283140396205352,242,1343
6001,0.07857360881503526,0.743006774846481,0.14211810514151885,0.1294784202632892,0.7948675220796662,0.10017691479364592,250,1588
7001,0.07388051842261306,0.7352516452832144,0.1342692211759666,0.1215540637051847,0.7888873018140321,0.0980416465643621,268,1766
8001,0.07190843719814953,0.7359447475280805,0.13101548068258229,0.11623547056617907,0.7899012623422277,0.09692499839360642,283,1982
9001,0.07098068791380556,0.7430622699890891,0.12958301665674765,0.11543161870903278,0.7963559604488499,0.09773137264341036,301,2252
10001,0.07117257387256154,0.7464043987906686,0.1299535676468128,0.1140885911408864,0.7991200879912174,0.09805769863495443,308,2478
11001,0.06692563412367376,0.753101084366056,0.122927135162745,0.10762657940187233,0.8046541223525373,0.09300211059659921,317,2775
12001,0.06219120308356696,0.749939414604577,0.11485747099847446,0.10057495208732646,0.8025997833513983,0.08785855364496067,324,2959
13001,0.05840105042856233,0.7501231257067342,0.10836529020425743,0.0952234443504348,0.8030920698407705,0.08404457028114205,330,3105
14001,0.055376725466569,0.7564752984629958,0.10319891726687518,0.09070780658524352,0.8082994071851892,0.08012513560857669,339,3454
15001,0.05480203339876811,0.75914370233238,0.10222455061408467,0.08906072928471433,0.8098793413772413,0.07915095414411359,367,3744
15293,0.05442008533005616,0.7603940850179877,0.10157091640532788,0.08873340744131344,0.8106977048322523,0.07896520282985225,370,3825
