n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.9081533545819257,0.5762692149849109,0.7051102987251854,0.9210789210789168,0.6203796203796206,0.6724669650187675,674,370
2001,0.8875898287083995,0.5237323802239378,0.6587574838826814,0.9080459770114875,0.5812093953023454,0.6319686186709894,1167,588
3001,0.881567841582862,0.5066331869483722,0.6434680797850655,0.9030323225591573,0.5711429523492223,0.6281300107013625,1645,813
4001,0.8794703660594619,0.5075143417003639,0.643617512692773,0.9012746813296489,0.5718570357410628,0.6301502076637903,2242,1099
5001,0.8861241069802707,0.4985464566470492,0.6380926197019192,0.9078184363127011,0.5606878624275085,0.6229021353685957,2892,1343
6001,0.8866091054408042,0.4874211934756453,0.6290284408737173,0.908348608565268,0.5484085985669142,0.6115234924295485,3551,1588
7001,0.8942885138774949,0.45968062480118804,0.6072326038581739,0.9142979574347057,0.5196400514212275,0.588168533152529,4316,1766
8001,0.9014297368145037,0.4401942350223206,0.5915281505892678,0.9200099987501495,0.4970628671416239,0.57053324653879,5140,1982
9001,0.901490055423723,0.43106007676124286,0.583237152741519,0.9195644928341987,0.48627930229975286,0.5605732951313509,5915,2252
10001,0.9036163521753475,0.41788166825045536,0.571479794701102,0.920907909209148,0.4719528047195319,0.5486957407323296,6683,2478
11001,0.905052426287363,0.4134652135752697,0.5676187916161769,0.9217343877829944,0.4657758385601466,0.5430712139439943,7507,2775
12001,0.9074723444785582,0.4040110506384893,0.5591056000910091,0.9234230480792598,0.456211982334818,0.536314566207469,8241,2959
13001,0.9103999569543254,0.3949113644745857,0.5508682615651657,0.9260056918697358,0.44781170679178256,0.5284762558483014,8976,3105
14001,0.9117206497610817,0.3962959674540945,0.5524566159017011,0.9270052139133748,0.44746803799727153,0.5276744124553187,9823,3454
15001,0.9120393044664249,0.3954389466322516,0.55168162306693,0.927071528564762,0.4455036330911271,0.5276336627928871,10630,3744
15293,0.9121217417627037,0.3961726975871778,0.5524104056295028,0.927025436473979,0.4458248872033032,0.5282966423336539,10848,3825
