n,b3p,b3r,b3f,purity,invpur,purf,buckets,obuckets
1001,0.43216541807824055,0.7267385193821337,0.5420143049140003,0.5044955044955054,0.7722277722277726,0.4839049839886185,230,370
2001,0.4027102937779402,0.6788935263106587,0.5055407651983181,0.48525737131434105,0.737131434282854,0.45497424782964235,357,588
3001,0.3703584137630465,0.6582101016585632,0.47400566032911545,0.4588470509830076,0.7167610796401263,0.41734315140440265,471,813
4001,0.3146914520796721,0.6790783565905495,0.43007978758644877,0.3956510872281931,0.7368157960509825,0.36437046576536564,558,1099
5001,0.28029505160373697,0.6807218429445739,0.39708555630672837,0.3591281743651266,0.739252149570077,0.3309011681352887,626,1343
6001,0.2549868147569703,0.6920346536407912,0.3726625381193431,0.33194467588735427,0.7508748541909805,0.3089126780775704,681,1588
7001,0.24641726749308598,0.6834440989516811,0.3622312603261619,0.32323953720897186,0.7440365662048354,0.30276669365957193,768,1766
8001,0.2452400237066717,0.6816132139257751,0.36070185430635854,0.3213348331458587,0.7427821522309881,0.30364365111985064,850,1982
9001,0.2490537265918042,0.6833843040237662,0.3650632042519853,0.3284079546717042,0.7446950338851346,0.3081722486041572,974,2252
10001,0.24723415129883303,0.6818267098223588,0.36288440292786645,0.3268673132686723,0.7434256574342709,0.30861048342610015,1057,2478
11001,0.24629372029150465,0.6847838282341481,0.3622855194356568,0.32497045723116474,0.7463866921189205,0.30719399211816134,1181,2775
12001,0.2417170118906472,0.6786085932471684,0.35646349615244716,0.3201399883343069,0.7413548870927488,0.3029873758044112,1248,2959
13001,0.23665238313621123,0.6766609592886772,0.35066481820081313,0.31536035689561964,0.7406353357433908,0.2998624917835482,1315,3105
14001,0.23736586894349468,0.6813118382231218,0.3520716247705584,0.31547746589529074,0.7445896721662659,0.30070708308965094,1439,3454
15001,0.23948295634256042,0.6816208198707155,0.3544368685977081,0.31604559696020257,0.744350376641557,0.3024936440025156,1579,3744
15293,0.24117636056141947,0.6827687268560775,0.35644472575434644,0.31740011770091214,0.7449813640227329,0.304520298551846,1617,3825
